,resnet50-0,resnet50-1,resnet50-2,resnet50-3
20649,1,0,1,1
20650,1,0,0,1
20651,0,1,0,0
20652,0,0,1,0
20653,1,1,0,0
20654,1,1,1,1
20655,1,1,1,0
20656,0,1,0,1
20657,1,0,1,1
20658,0,1,0,0
20659,0,1,1,1
20660,0,0,0,1
20661,1,1,0,0
20662,0,0,0,1
20663,0,1,0,0
20664,0,0,1,1
20665,1,0,1,1
20666,1,1,1,1
20667,1,0,0,1
20668,1,0,0,1
20669,0,0,1,0
20670,1,1,1,0
20671,0,1,0,0
20672,1,0,1,0
20673,1,1,0,1
20674,1,0,1,1
20675,1,0,1,1
20676,1,0,1,0
20677,1,1,0,0
20678,1,1,1,0
20679,1,1,1,0
20680,1,0,0,1
20681,0,1,0,0
20682,1,0,0,1
20683,1,0,1,1
20684,0,0,0,1
20685,0,0,0,0
20686,1,0,0,1
20687,0,1,0,0
20688,1,0,1,0
20689,0,1,0,1
20690,0,1,0,1
20691,0,0,1,0
20692,0,1,1,0
20693,1,0,1,0
20694,0,0,0,0
20695,0,1,0,0
20696,0,1,0,1
20697,0,1,1,0
20698,0,1,0,0
20699,1,1,1,0
20700,0,1,0,0
20701,1,1,0,0
20702,1,0,0,0
20703,1,1,1,1
20704,0,0,0,0
20705,1,0,0,1
20706,0,1,0,1
20707,0,1,1,0
20708,1,0,0,0
20709,0,0,1,1
20710,0,1,0,0
20711,0,0,0,1
20712,0,0,0,0
20713,1,0,1,0
20714,1,1,1,1
20715,1,0,0,0
20716,0,1,1,0
20717,1,1,1,1
20718,1,0,1,1
20719,1,0,0,0
20720,1,1,0,1
20721,0,0,1,0
20722,0,1,1,0
20723,0,0,1,0
20724,0,1,0,1
20725,0,1,0,1
20726,1,0,0,0
20727,0,0,0,1
20728,0,0,0,1
20729,1,0,0,0
20730,0,1,0,1
20731,1,0,0,1
20732,0,0,1,0
20733,0,0,1,1
20734,1,0,0,0
20735,1,1,1,1
20736,1,0,0,1
20737,0,1,0,1
20738,1,1,1,1
20739,1,0,0,0
20740,0,1,1,0
20741,1,1,0,1
20742,1,1,0,1
20743,1,0,0,0
20744,1,0,0,0
20745,1,0,0,1
20746,1,0,0,1
20747,0,0,0,0
20748,1,1,0,0
20749,0,0,0,1
20750,0,1,0,1
20751,0,1,0,0
20752,1,1,0,1
20753,1,0,0,1
20754,1,0,1,1
20755,1,1,0,1
20756,1,0,0,1
20757,0,1,1,1
20758,0,0,0,1
20759,0,0,1,1
20760,1,1,1,0
20761,1,1,0,0
20762,0,0,0,0
20763,0,0,0,0
20764,1,0,0,1
20765,0,0,1,1
20766,0,1,1,1
20767,1,0,1,1
20768,0,0,0,1
20769,0,1,1,1
20770,0,1,1,0
20771,1,1,0,0
20772,1,1,1,1
20773,0,1,1,0
20774,1,0,0,1
20775,1,0,1,0
20776,0,0,1,0
20777,1,1,0,1
20778,1,1,0,0
20779,1,1,0,1
20780,1,1,1,0
20781,1,1,0,1
20782,0,1,1,1
20783,1,0,0,1
20784,0,1,0,0
20785,0,0,1,1
20786,1,1,0,0
20787,1,0,1,1
20788,1,1,0,1
20789,0,1,1,1
20790,0,0,0,1
20791,1,1,0,0
20792,0,0,0,0
20793,0,1,1,0
20794,1,0,1,1
20795,0,1,1,1
20796,1,1,0,1
20797,0,0,0,0
20798,0,1,1,1
20799,1,1,1,0
20800,1,1,1,1
20801,0,0,0,1
20802,1,1,0,1
20803,1,1,1,1
20804,1,0,1,0
20805,1,0,1,1
20806,0,0,0,0
20807,1,0,1,1
20808,0,1,1,0
20809,1,0,1,0
20810,0,1,1,0
20811,1,0,1,1
20812,0,1,0,1
20813,0,1,1,0
20814,0,0,0,0
20815,0,0,1,1
20816,0,1,0,0
20817,1,0,0,0
20818,0,0,1,0
20819,1,1,0,0
20820,0,0,1,1
20821,1,1,1,1
20822,1,0,0,1
20823,1,1,0,0
20824,0,0,0,0
20825,0,1,1,0
20826,0,1,1,0
20827,1,0,0,1
20828,0,1,1,1
20829,1,0,0,0
20830,1,1,0,0
20831,1,1,0,0
20832,1,1,1,1
20833,0,1,1,1
20834,0,1,0,1
20835,0,0,0,1
20836,0,0,1,0
20837,0,0,1,0
20838,0,1,0,0
20839,0,1,1,0
20840,1,1,0,1
20841,1,0,0,0
20842,0,1,0,0
20843,0,0,0,1
20844,1,0,0,1
20845,0,1,0,1
20846,1,1,1,0
20847,1,0,0,0
20848,1,1,0,0
20849,0,0,0,0
20850,1,1,0,0
20851,1,1,1,1
20852,0,0,0,0
20853,0,1,0,0
20854,1,1,0,0
20855,1,1,1,1
20856,1,1,0,0
20857,1,0,0,1
20858,0,0,0,1
20859,0,1,1,1
20860,0,1,1,1
20861,1,0,0,0
20862,1,1,1,0
20863,0,0,0,0
20864,1,1,1,1
20865,1,0,0,1
20866,1,1,0,1
20867,1,0,0,1
20868,0,0,1,0
20869,1,0,1,0
20870,1,1,0,0
20871,1,1,0,1
20872,0,1,1,1
20873,1,0,0,0
20874,1,1,0,1
20875,1,0,0,1
20876,0,1,1,0
20877,1,0,1,0
20878,1,1,1,1
20879,1,1,0,0
20880,0,1,0,1
20881,1,1,1,1
20882,0,0,0,1
20883,1,1,0,0
20884,1,1,1,0
20885,1,0,0,0
20886,0,1,1,1
20887,1,1,0,0
20888,1,0,0,0
20889,1,0,0,1
20890,0,1,1,0
20891,0,0,0,1
20892,1,0,1,0
20893,1,1,1,0
20894,1,1,1,0
20895,0,1,0,0
20896,0,1,0,1
20897,1,1,1,0
20898,1,0,0,0
20899,1,0,1,0
20900,1,1,0,0
20901,1,0,1,0
20902,0,1,1,0
20903,1,0,0,1
20904,1,1,0,1
20905,0,0,0,0
20906,0,1,1,1
20907,1,1,0,0
20908,0,1,0,1
20909,0,1,0,1
20910,0,0,0,1
20911,1,1,0,1
20912,1,0,1,1
20913,1,0,1,1
20914,1,0,0,1
20915,1,1,1,0
20916,1,0,1,0
20917,1,0,1,1
20918,1,0,0,0
20919,1,1,0,1
20920,0,0,1,1
20921,1,1,1,1
20922,1,1,1,1
20923,0,1,0,1
20924,1,1,0,0
20925,1,1,1,0
20926,1,1,1,1
20927,1,1,0,0
20928,0,0,1,0
20929,0,0,1,1
20930,1,1,0,0
20931,1,0,0,1
20932,1,0,1,0
20933,1,1,0,0
20934,1,1,1,1
20935,0,1,1,0
20936,1,0,0,0
20937,0,1,1,0
20938,1,1,1,0
20939,0,0,1,1
20940,0,1,1,0
20941,0,1,1,0
20942,1,0,0,0
20943,1,0,1,0
20944,1,1,1,1
20945,0,0,0,1
20946,0,0,0,1
20947,1,0,1,0
20948,0,1,1,1
20949,1,0,0,1
20950,0,0,0,1
20951,1,1,0,1
20952,0,0,0,1
20953,1,1,1,1
20954,0,1,1,1
20955,1,0,1,0
20956,1,1,1,1
20957,0,1,1,0
20958,1,1,0,0
20959,0,0,1,1
20960,1,1,0,0
20961,1,0,1,0
20962,1,0,1,0
20963,0,0,1,0
20964,1,1,1,1
20965,0,0,0,0
20966,0,1,1,1
20967,0,1,0,1
20968,0,0,1,0
20969,1,0,0,0
20970,1,0,0,1
20971,0,1,1,0
20972,1,1,0,1
20973,0,0,0,1
20974,1,0,0,0
20975,0,1,1,0
20976,1,0,0,1
20977,0,0,0,1
20978,0,1,1,0
20979,0,0,0,1
20980,0,1,0,1
20981,0,0,0,1
20982,0,0,1,0
20983,0,0,0,1
20984,1,0,0,0
20985,0,0,0,1
20986,1,0,0,0
20987,1,1,1,1
20988,1,0,1,1
20989,0,1,1,0
20990,0,0,0,1
20991,1,0,1,0
20992,0,0,1,1
20993,1,1,0,0
20994,1,0,0,1
20995,1,0,1,0
20996,0,0,1,0
20997,0,1,1,1
20998,1,1,0,0
20999,1,0,0,0
21000,0,0,1,0
21001,1,1,0,0
21002,0,1,0,1
21003,0,1,0,0
21004,1,1,1,1
21005,1,0,0,0
21006,0,0,1,1
21007,0,1,1,1
21008,1,1,1,1
21009,0,0,1,0
21010,1,1,1,0
21011,0,1,1,1
21012,0,0,0,1
21013,1,0,1,0
21014,1,0,0,0
21015,1,0,0,0
21016,1,0,1,1
21017,0,0,1,0
21018,0,1,0,0
21019,0,0,0,1
21020,1,1,0,0
21021,0,1,1,1
21022,1,0,1,1
21023,0,0,1,1
21024,1,1,0,1
21025,1,1,1,0
21026,1,0,0,0
21027,1,0,0,1
21028,1,0,0,0
21029,0,1,0,1
21030,0,1,0,1
21031,0,0,1,1
21032,0,1,0,0
21033,0,1,1,1
21034,1,1,0,1
21035,0,0,1,1
21036,1,0,0,0
21037,0,1,0,1
21038,1,1,0,1
21039,0,1,0,1
21040,0,0,0,0
21041,0,0,0,1
21042,1,0,0,0
21043,0,0,1,1
21044,0,0,1,1
21045,1,0,1,0
21046,0,0,0,0
21047,1,0,0,0
21048,0,0,1,1
21049,0,1,0,0
21050,0,0,1,1
21051,1,0,0,0
21052,0,1,1,1
21053,0,0,0,0
21054,0,1,0,0
21055,1,0,1,0
21056,1,0,0,1
21057,1,1,1,0
21058,1,0,0,1
21059,0,0,1,1
21060,0,1,0,0
21061,0,0,1,1
21062,0,0,1,0
21063,0,0,1,0
21064,0,0,1,0
21065,1,0,1,0
21066,1,0,1,1
21067,1,1,1,0
21068,1,1,1,1
21069,1,1,0,0
21070,1,0,0,0
21071,0,0,1,0
21072,0,0,1,0
21073,1,0,0,1
21074,0,0,0,1
21075,0,0,0,0
21076,1,0,0,0
21077,0,1,1,1
21078,1,1,0,1
21079,1,0,1,1
21080,1,0,0,1
21081,1,1,0,1
21082,0,1,1,1
21083,1,0,0,0
21084,1,0,1,0
21085,0,0,0,0
21086,1,1,0,0
21087,0,0,0,1
21088,1,0,0,1
21089,0,0,0,0
21090,0,0,0,0
21091,1,1,1,1
21092,0,0,1,1
21093,1,0,0,0
21094,1,0,0,1
21095,0,0,1,1
21096,0,0,1,1
21097,1,1,0,1
21098,1,1,1,1
21099,0,1,0,0
21100,1,1,1,1
21101,1,1,0,0
21102,1,1,1,0
21103,0,1,1,0
21104,1,1,0,1
21105,1,0,1,1
21106,0,0,1,0
21107,1,1,0,0
21108,1,1,0,0
21109,1,1,1,1
21110,1,1,0,0
21111,1,0,0,1
21112,1,1,0,1
21113,0,1,1,0
21114,1,1,1,0
21115,0,0,0,1
21116,1,0,1,0
21117,0,1,0,1
21118,1,0,0,0
21119,0,0,0,1
21120,1,1,1,0
21121,1,0,1,1
21122,0,0,0,0
21123,1,0,0,0
21124,0,0,0,1
21125,0,1,1,1
21126,0,0,1,1
21127,0,0,0,1
21128,1,0,1,0
21129,1,0,1,1
21130,0,0,0,0
21131,0,0,1,0
21132,1,1,1,1
21133,1,1,1,0
21134,1,0,0,0
21135,0,0,0,0
21136,0,1,0,0
21137,0,1,0,0
21138,1,0,1,1
21139,0,0,1,1
21140,0,1,0,1
21141,1,0,1,1
21142,1,0,0,1
21143,0,0,0,1
21144,0,0,1,1
21145,1,1,0,1
21146,0,0,0,0
21147,0,0,1,0
21148,0,0,1,1
21149,1,0,1,1
21150,1,0,0,1
21151,1,1,0,1
21152,1,1,0,1
21153,1,1,0,1
21154,1,0,0,1
21155,1,0,1,1
21156,0,0,1,0
21157,1,0,1,0
21158,0,0,0,0
21159,1,1,1,1
21160,1,0,1,0
21161,0,1,0,1
21162,0,0,1,1
21163,0,1,1,0
21164,1,0,0,1
21165,0,0,0,0
21166,1,1,1,0
21167,0,1,0,0
21168,0,0,0,0
21169,0,1,0,0
21170,1,0,1,1
21171,1,0,1,1
21172,1,0,0,1
21173,0,1,1,1
21174,0,0,1,0
21175,1,0,0,1
21176,0,1,1,1
21177,0,0,0,1
21178,1,0,0,1
21179,0,0,1,1
21180,1,0,1,1
21181,0,0,0,1
21182,1,0,0,1
21183,0,1,0,1
21184,1,1,1,1
21185,1,1,0,0
21186,1,0,0,0
21187,0,1,1,1
21188,0,1,1,0
21189,0,0,0,0
21190,0,0,1,0
21191,0,1,0,1
21192,0,1,0,1
21193,1,0,1,0
21194,0,1,0,0
21195,0,1,1,1
21196,1,1,1,1
21197,1,1,0,0
21198,1,0,0,0
21199,0,0,0,1
21200,1,1,0,1
21201,0,1,1,1
21202,0,0,1,1
21203,1,0,1,0
21204,1,0,1,0
21205,0,1,0,0
21206,1,0,0,1
21207,0,0,0,0
21208,1,0,1,1
21209,1,1,1,0
21210,0,1,0,0
21211,0,0,0,0
21212,1,1,1,1
21213,1,1,1,0
21214,0,0,0,0
21215,1,1,0,1
21216,1,0,1,1
21217,0,0,0,0
21218,0,1,0,1
21219,0,0,0,0
21220,0,0,0,0
21221,1,1,1,1
21222,0,1,1,0
21223,0,1,1,0
21224,1,1,1,1
21225,1,1,0,0
21226,0,0,0,0
21227,0,1,0,0
21228,1,1,1,1
21229,1,0,0,1
21230,1,1,0,1
21231,0,0,0,0
21232,0,0,0,0
21233,0,0,0,1
21234,1,1,0,1
21235,0,0,1,1
21236,1,0,0,1
21237,1,0,1,0
21238,1,1,0,1
21239,0,1,1,0
21240,1,1,1,1
21241,1,0,0,0
21242,1,0,1,1
21243,1,0,1,0
21244,1,1,1,0
21245,1,0,0,1
21246,0,1,0,1
21247,0,1,0,1
21248,0,0,0,0
21249,1,0,0,1
21250,1,0,1,1
21251,1,1,1,1
21252,1,1,1,0
21253,1,0,0,0
21254,1,1,0,0
21255,0,1,1,1
21256,0,0,0,0
21257,1,0,0,0
21258,0,0,1,0
21259,0,1,0,0
21260,0,1,1,0
21261,0,1,0,1
21262,0,1,0,0
21263,1,0,0,0
21264,0,0,1,1
21265,0,0,0,1
21266,1,0,1,1
21267,1,0,0,0
21268,1,1,0,0
21269,0,1,1,1
21270,0,1,0,0
21271,0,1,0,1
21272,0,1,0,1
21273,1,1,1,1
21274,0,0,0,1
21275,0,0,0,1
21276,1,1,0,0
21277,0,1,0,1
21278,0,0,1,1
21279,0,0,1,0
21280,1,1,0,0
21281,1,1,0,0
21282,1,0,1,0
21283,1,0,1,1
21284,1,1,1,1
21285,0,1,1,0
21286,1,0,1,0
21287,0,0,0,0
21288,0,1,0,0
21289,1,1,1,1
21290,1,1,1,1
21291,1,0,0,0
21292,1,1,1,1
21293,1,0,0,0
21294,1,0,0,0
21295,1,0,1,1
21296,1,1,1,0
21297,0,0,0,0
21298,1,0,0,1
21299,1,0,1,1
21300,1,1,1,0
21301,1,0,1,1
21302,1,1,0,0
21303,1,0,1,0
21304,1,1,0,1
21305,0,1,0,0
21306,0,1,1,1
21307,0,1,1,1
21308,1,0,1,1
21309,1,0,0,1
21310,0,0,0,0
21311,1,1,1,1
21312,1,0,1,0
21313,0,0,0,1
21314,0,1,1,0
21315,1,1,1,1
21316,0,1,1,1
21317,1,1,0,0
21318,1,0,1,0
21319,0,0,0,0
21320,0,1,0,1
21321,1,1,1,0
21322,1,0,0,0
21323,0,1,1,1
21324,1,1,1,0
21325,0,0,0,1
21326,0,0,0,1
21327,1,1,1,1
21328,0,1,0,1
21329,0,1,1,0
21330,1,1,1,1
21331,1,1,0,1
21332,0,0,0,0
21333,1,0,0,1
21334,1,1,1,1
21335,1,1,0,0
21336,1,1,0,1
21337,0,0,0,0
21338,0,0,1,1
21339,1,1,0,0
21340,0,0,1,0
21341,0,1,0,1
21342,1,0,0,0
21343,1,1,0,1
21344,1,1,0,0
21345,0,0,1,0
21346,0,0,0,1
21347,0,1,1,1
21348,0,0,1,1
21349,0,1,1,1
21350,1,1,1,0
21351,1,0,1,0
21352,0,0,1,1
21353,1,1,0,1
21354,0,1,1,1
21355,1,0,1,0
21356,0,0,1,1
21357,1,1,1,1
21358,1,1,1,1
21359,0,1,0,1
21360,0,1,0,0
21361,1,1,0,0
21362,1,0,0,0
21363,0,0,0,1
21364,1,1,0,0
21365,0,0,0,0
21366,1,0,1,0
21367,0,1,1,0
21368,0,0,0,0
21369,1,0,0,1
21370,0,0,1,0
21371,1,1,0,1
21372,1,0,1,0
21373,1,1,1,0
21374,1,0,0,0
21375,1,0,1,0
21376,1,0,1,0
21377,1,1,0,1
21378,0,0,1,0
21379,0,1,1,0
21380,1,0,1,0
21381,0,1,1,0
21382,0,1,1,1
21383,1,0,0,0
21384,1,1,0,0
21385,0,1,1,1
21386,0,1,0,0
21387,0,0,1,1
21388,1,1,1,0
21389,0,0,1,1
21390,1,0,1,0
21391,0,1,0,1
21392,1,1,1,1
21393,0,1,0,0
21394,0,1,0,1
21395,1,0,0,0
21396,0,0,1,0
21397,1,1,0,0
21398,1,0,0,0
21399,1,0,0,0
21400,0,0,1,0
21401,1,0,1,1
21402,0,0,0,0
21403,0,1,0,1
21404,0,0,0,0
21405,0,1,1,1
21406,1,0,1,0
21407,1,0,0,1
21408,1,0,0,1
21409,1,1,0,0
21410,1,1,0,0
21411,1,1,1,0
21412,0,1,1,0
21413,0,1,0,0
21414,1,0,1,1
21415,0,1,1,1
21416,0,0,0,1
21417,0,1,1,1
21418,1,1,0,1
21419,1,0,1,1
21420,0,1,0,1
21421,0,0,0,0
21422,1,0,0,1
21423,1,1,0,1
21424,1,1,0,0
21425,0,0,0,0
21426,1,1,0,1
21427,1,0,0,0
21428,0,0,0,0
21429,1,0,0,1
21430,1,1,0,0
21431,1,0,0,0
21432,0,0,0,1
21433,1,1,1,1
21434,1,0,0,1
21435,1,1,0,1
21436,0,0,0,1
21437,0,1,0,0
21438,0,0,1,1
21439,0,0,1,0
21440,0,1,0,0
21441,1,1,1,0
21442,0,1,0,1
21443,0,0,0,1
21444,0,0,0,1
21445,1,1,1,1
21446,0,0,0,1
21447,1,1,0,1
21448,0,1,0,0
21449,1,0,1,0
21450,0,1,0,0
21451,1,0,1,0
21452,0,1,1,1
21453,0,1,1,1
21454,1,0,1,1
21455,1,0,1,1
21456,0,0,0,1
21457,1,0,0,1
21458,0,1,1,0
21459,0,0,0,0
21460,0,1,0,1
21461,1,0,1,0
21462,0,0,1,0
21463,1,0,1,1
21464,1,0,0,1
21465,1,0,1,0
21466,0,0,0,1
21467,1,0,1,0
21468,0,0,0,0
21469,0,1,0,0
21470,0,1,1,0
21471,1,0,1,1
21472,0,0,1,0
21473,1,1,1,1
21474,1,1,0,0
21475,1,0,1,1
21476,0,0,1,1
21477,0,0,0,1
21478,1,1,1,1
21479,1,0,1,0
21480,0,1,0,1
21481,0,0,0,1
21482,1,1,0,0
21483,1,0,0,0
21484,1,1,1,1
21485,1,0,0,0
21486,0,1,0,1
21487,0,0,1,0
21488,0,0,0,0
21489,1,1,1,1
21490,0,1,1,0
21491,0,1,0,0
21492,0,1,1,0
21493,0,1,0,0
21494,1,0,1,1
21495,0,1,1,0
21496,1,0,1,1
21497,0,1,1,1
21498,1,0,1,1
21499,1,0,0,1
21500,0,1,0,0
21501,0,0,1,0
21502,1,1,0,1
21503,1,0,0,0
21504,1,1,1,1
21505,0,0,0,1
21506,1,0,1,0
21507,1,1,1,1
21508,1,1,0,0
21509,1,0,1,1
21510,1,1,1,0
21511,1,0,1,1
21512,1,1,0,1
21513,0,1,1,0
21514,0,1,0,1
21515,1,0,1,0
21516,1,0,1,0
21517,1,1,1,1
21518,1,0,1,0
21519,1,0,1,0
21520,1,1,1,1
21521,1,1,0,0
21522,0,0,0,0
21523,1,1,1,1
21524,1,0,1,0
21525,0,0,1,1
21526,0,1,0,1
21527,0,0,1,1
21528,1,1,0,1
21529,1,0,0,1
21530,1,0,0,1
21531,0,1,1,0
21532,0,1,0,0
21533,1,0,0,1
21534,0,1,1,0
21535,1,1,0,0
21536,0,0,1,1
21537,1,0,1,0
21538,1,1,1,0
21539,0,0,0,0
21540,1,0,0,1
21541,1,0,0,1
21542,1,0,1,1
21543,0,0,1,0
21544,1,0,0,1
21545,0,0,0,0
21546,1,0,0,1
21547,1,0,0,1
21548,1,0,0,1
21549,1,0,0,0
21550,0,1,1,0
21551,0,1,1,0
21552,0,0,0,0
21553,0,1,0,1
21554,0,0,1,0
21555,1,0,1,0
21556,0,1,1,0
21557,1,1,0,1
21558,1,0,0,0
21559,1,1,0,1
21560,1,0,1,1
21561,0,1,1,1
21562,1,0,1,1
21563,1,0,0,1
21564,1,0,0,0
21565,1,0,0,1
21566,0,1,1,1
21567,0,1,0,0
21568,1,0,1,0
21569,1,0,1,1
21570,0,1,1,1
21571,1,0,1,1
21572,0,0,1,1
21573,1,1,0,0
21574,0,0,1,0
21575,1,0,1,0
21576,0,1,1,1
21577,1,1,1,1
21578,0,0,1,1
21579,1,0,0,0
21580,0,1,0,1
21581,1,1,0,1
21582,1,1,0,0
21583,1,1,1,0
21584,1,0,1,0
21585,1,0,0,1
21586,0,0,1,0
21587,0,1,0,1
21588,1,1,1,1
21589,1,1,0,0
21590,1,1,1,1
21591,0,0,0,0
21592,1,1,1,1
21593,1,0,0,1
21594,0,0,0,1
21595,0,1,0,1
21596,0,1,0,0
21597,1,1,0,0
21598,1,0,0,0
21599,1,1,0,0
21600,1,1,0,1
21601,1,1,0,0
21602,0,0,0,1
21603,1,1,0,1
21604,1,0,0,1
21605,0,0,0,1
21606,1,0,0,0
21607,0,1,1,0
21608,1,0,1,0
21609,1,0,1,1
21610,0,1,0,0
21611,1,1,0,1
21612,0,1,1,0
21613,1,1,1,0
21614,1,0,1,0
21615,1,1,0,0
21616,0,0,0,0
21617,1,0,0,0
21618,1,1,1,1
21619,0,1,1,1
21620,1,1,1,1
21621,1,0,1,0
21622,1,1,0,0
21623,0,0,0,0
21624,1,0,0,1
21625,0,0,1,1
21626,1,0,1,1
21627,1,1,0,1
21628,1,1,1,0
21629,1,1,1,1
21630,0,1,1,0
21631,1,1,0,1
21632,1,0,1,1
21633,0,1,0,0
21634,0,1,0,0
21635,1,1,0,0
21636,1,1,1,1
21637,0,0,0,1
21638,0,1,0,1
21639,0,1,0,0
21640,1,0,1,1
21641,0,1,0,0
21642,0,1,1,1
21643,0,0,1,1
21644,0,1,0,0
21645,0,0,1,0
21646,1,0,0,0
21647,0,0,0,0
21648,1,1,1,1
21649,0,1,0,1
21650,0,0,1,0
21651,0,1,0,1
21652,0,0,0,1
21653,0,1,0,0
21654,0,1,1,0
21655,0,1,0,1
21656,1,1,0,1
21657,1,1,1,0
21658,1,1,0,0
21659,0,1,1,1
21660,1,1,0,0
21661,1,1,0,1
21662,1,0,0,1
21663,0,0,1,1
21664,0,0,0,0
21665,0,1,0,1
21666,0,1,0,0
21667,1,0,0,0
21668,0,1,1,1
21669,0,0,0,0
21670,1,0,0,1
21671,1,0,0,0
21672,1,0,1,0
21673,1,1,1,1
21674,0,1,1,0
21675,1,0,0,0
21676,0,1,1,1
21677,0,0,1,1
21678,0,0,1,1
21679,1,0,0,1
21680,1,0,1,1
21681,1,1,0,0
21682,0,0,1,0
21683,1,0,1,1
21684,0,1,0,1
21685,0,0,1,1
21686,0,0,1,0
21687,0,0,1,0
21688,1,1,0,0
21689,0,1,1,1
21690,1,1,1,0
21691,0,1,1,0
21692,0,1,1,0
21693,1,1,0,1
21694,0,1,1,1
21695,0,1,1,1
21696,1,0,0,0
21697,0,0,1,1
21698,1,1,0,1
21699,1,0,1,1
21700,1,1,0,1
21701,0,0,1,1
21702,1,1,0,1
21703,0,0,0,0
21704,0,1,0,1
21705,0,0,0,0
21706,1,1,0,1
21707,0,0,0,0
21708,0,1,1,1
21709,0,0,1,0
21710,0,0,0,0
21711,0,0,1,0
21712,0,1,0,0
21713,1,0,1,0
21714,1,0,0,1
21715,1,1,0,0
21716,1,0,1,0
21717,0,0,0,1
21718,1,1,0,0
21719,0,1,1,1
21720,1,0,0,1
21721,0,0,0,0
21722,1,1,0,1
21723,0,0,1,1
21724,1,0,0,0
21725,0,1,0,0
21726,0,0,1,0
21727,0,0,0,0
21728,1,0,1,0
21729,1,0,1,1
21730,0,0,1,1
21731,0,0,1,0
21732,0,0,0,0
21733,1,1,1,1
21734,1,0,1,0
21735,1,1,1,0
21736,1,0,0,0
21737,0,0,1,0
21738,1,0,1,0
21739,0,1,0,0
21740,0,0,1,0
21741,1,0,1,0
21742,0,0,1,0
21743,0,0,1,1
21744,0,0,1,0
21745,1,0,1,1
21746,0,1,0,0
21747,1,1,0,1
21748,0,0,0,1
21749,0,0,1,0
21750,0,0,0,1
21751,1,1,0,0
21752,1,1,0,1
21753,0,1,1,1
21754,1,0,1,0
21755,1,0,0,0
21756,1,1,0,0
21757,0,1,0,1
21758,1,0,0,0
21759,1,0,0,0
21760,0,1,0,0
21761,0,1,1,0
21762,1,0,1,1
21763,1,0,0,0
21764,0,0,0,1
21765,0,1,1,0
21766,1,0,1,0
21767,0,0,0,0
21768,1,0,1,0
21769,0,0,1,0
21770,1,0,0,0
21771,0,1,0,1
21772,1,0,1,1
21773,0,1,0,0
21774,0,1,0,0
21775,1,1,1,0
21776,0,0,1,0
21777,0,1,0,1
21778,0,1,1,1
21779,0,1,0,1
21780,0,0,0,1
21781,0,1,0,0
21782,0,0,1,0
21783,0,0,1,0
21784,1,1,0,0
21785,1,0,0,0
21786,1,1,1,1
21787,1,1,0,0
21788,1,1,0,0
21789,1,1,1,1
21790,0,0,0,1
21791,0,0,1,1
21792,1,0,1,1
21793,1,1,1,0
21794,0,0,1,1
21795,1,0,0,0
21796,1,1,0,1
21797,0,1,1,0
21798,0,0,0,1
21799,1,0,1,0
21800,0,1,0,1
21801,1,0,0,1
21802,0,0,0,1
21803,1,0,1,0
21804,1,1,1,0
21805,1,1,1,1
21806,0,1,0,1
21807,1,1,1,1
21808,1,0,0,1
21809,0,0,1,0
21810,0,1,1,1
21811,0,1,1,1
21812,1,0,0,0
21813,1,0,0,1
21814,1,1,0,0
21815,1,1,1,0
21816,0,1,1,0
21817,1,1,1,1
21818,0,1,1,0
21819,0,0,0,0
21820,1,1,1,0
21821,0,1,1,0
21822,1,1,0,1
21823,1,1,0,0
21824,0,1,1,1
21825,0,1,1,1
21826,0,0,1,0
21827,0,0,0,0
21828,1,1,1,1
21829,0,0,0,1
21830,1,1,1,1
21831,1,1,0,1
21832,0,1,1,0
21833,1,1,0,0
21834,0,0,1,0
21835,0,1,1,0
21836,0,0,1,1
21837,1,1,1,1
21838,0,1,1,1
21839,0,0,1,0
21840,1,0,0,1
21841,0,1,0,0
21842,1,0,0,0
21843,1,0,0,0
21844,1,0,0,0
21845,0,0,1,1
21846,1,1,0,1
21847,1,0,1,1
21848,1,0,0,1
21849,0,1,0,1
21850,1,0,0,0
21851,0,0,1,0
21852,0,1,0,1
21853,1,1,1,0
21854,1,0,0,1
21855,0,0,1,1
21856,1,0,0,0
21857,1,0,1,1
21858,0,0,1,0
21859,0,0,0,0
21860,0,1,0,0
21861,1,0,0,1
21862,1,0,1,0
21863,0,0,1,1
21864,0,1,0,0
21865,0,0,0,1
21866,1,0,1,0
21867,0,0,1,0
21868,0,1,0,0
21869,0,1,1,0
21870,1,1,0,1
21871,1,0,0,1
21872,1,0,1,0
21873,1,0,1,0
21874,1,0,1,1
21875,1,1,1,0
21876,0,1,1,0
21877,1,0,1,1
21878,0,0,1,0
21879,0,0,1,0
21880,1,0,0,0
21881,0,0,1,0
21882,0,0,0,1
21883,1,1,1,1
21884,0,0,0,1
21885,1,0,1,1
21886,1,1,1,0
21887,1,0,1,0
21888,0,1,0,1
21889,0,1,1,0
21890,1,0,0,0
21891,1,1,1,0
21892,0,1,0,0
21893,1,0,0,1
21894,1,1,1,1
21895,0,1,1,0
21896,1,1,1,1
21897,0,1,1,0
21898,0,1,0,0
21899,1,1,1,0
21900,0,1,1,0
21901,1,0,0,0
21902,1,1,1,0
21903,0,0,0,1
21904,1,1,0,1
21905,0,1,1,0
21906,0,1,0,0
21907,1,1,1,0
21908,1,1,0,1
21909,0,1,0,1
21910,0,1,1,0
21911,1,0,1,0
21912,1,1,0,1
21913,0,0,1,0
21914,0,0,1,0
21915,1,0,1,0
21916,0,0,1,1
21917,0,1,0,0
21918,0,1,1,1
